,NAME,COUNTRY,Full name,Major teams,Batting style,Bowling style,sname,foreign,Bat,Bowl,Spin/Medium
95,A Chopra,India,Aakash Chopra,"['India,', 'Delhi,', 'Himachal Pradesh,', 'Kolkata Knight Riders,', 'Marylebone Cricket Club,', 'Rajasthan,', 'Rajasthan Royals']",Right-hand bat,"Right-arm medium, Right-arm offbreak",A Chopra,0,Right,Right,off
96,Deepak Chougule,India,Deepak Ashok Chougule,"['Bangalore Brigadiers (Urban),', 'India Under-19s,', 'Karnataka,', 'Karnataka Under-19s,', 'Kochi Tuskers Kerala']",Right-hand bat,Right-arm offbreak,DA Chougule,0,Right,Right,off
97,B Chipli,India,Bharat Chipli,"['Deccan Chargers,', 'Delhi Daredevils,', 'Jawans Cricket Club,', 'Karnataka,', 'Karnataka Under-19s,', 'Royal Challengers Bangalore']",Right-hand bat,Right-arm medium,B Chipli,0,Right,Right,medium
98,Avik Chowdhury,India,Avik Sripati Chowdhury,"['Bengal,', 'Bengal Under-16s,', 'Kolkata Knight Riders']",Right-hand bat,Right-arm medium,AS Chowdhury,0,Right,Right,medium
99,Gaurav Chabra,India,Gaurav Chabra,"['Delhi,', 'Delhi Under-14s,', 'Kolkata Knight Riders,', 'Reebok XI']",Right-hand bat,Right-arm medium,G Chabra,0,Right,Right,medium
100,A Chandila,India,Ajit  Chandila,"['Delhi Daredevils,', 'Haryana,', 'Rajasthan Royals']",Right-hand bat,Right-arm offbreak,A Chandila,0,Right,Right,off
101,Pankaj Dharmani,India,Pankaj Dharmani,"['India,', 'Kings XI Punjab,', 'Punjab']",Right-hand bat,,P Dharmani,0,Right,Right,
102,MS Dhoni,India,Mahendra Singh Dhoni,"['India,', 'Asia XI,', 'Bihar,', 'Chennai Super Kings,', 'Rising Pune Supergiants']",Right-hand bat,Right-arm medium,MS Dhoni,0,Right,Right,medium
103,R Dravid,India,Rahul Sharad Dravid,"['India,', 'Scotland,', 'Asia XI,', 'Canterbury,', 'ICC World XI,', 'Karnataka,', 'Kent,', 'Marylebone Cricket Club,', 'Rajasthan Royals,', 'Royal Challengers Bangalore']",Right-hand bat,Right-arm offbreak,RS Dravid,0,Right,Right,off
104,P Dogra,India,Paras Dogra,"['Gujarat Lions,', 'Himachal Pradesh,', 'Kings XI Punjab,', 'Kolkata Knight Riders,', 'Puducherry,', 'Rajasthan Royals']",Right-hand bat,Legbreak,P Dogra,0,Right,Right,leg
105,S Dhawan,India,Shikhar Dhawan,"['India,', 'Deccan Chargers,', 'Delhi,', 'Delhi Daredevils,', 'Delhi Under-16s,', 'India A,', 'Mumbai Indians,', 'Sunrisers Hyderabad']",Left-hand bat,Right-arm offbreak,S Dhawan,0,Left,Right,off
106,Gaurav Dhiman,India,Gaurav Dhiman,"['India Under-15s,', 'India Under-19s,', 'Karnataka Under-19s,', 'Mumbai Indians,', 'Royal Challengers Bangalore']",Right-hand bat,Right-arm fast-medium,G Dhiman,0,Right,Right,medium
107,FY Fazal,India,Faiz Yakub Fazal,"['India,', 'Central,', 'Central Zone,', 'India A,', 'India Red,', 'India Under-19s,', 'Railways,', 'Rajasthan Royals,', 'Vidarbha']",Left-hand bat,Right-arm medium,FY Fazal,0,Left,Right,medium
108,Gagandeep Singh,India,Gagandeep Singh,"['India Green,', 'Kings XI Punjab,', 'Punjab']",Right-hand bat,Right-arm medium-fast,G Singh,0,Right,Right,medium
109,G Gambhir,India,Gautam Gambhir,"['India,', 'Delhi,', 'Delhi Daredevils,', 'Essex,', 'India Red,', ""Indian Board President's XI,"", 'Kolkata Knight Riders,', ""Rajasthan Cricket Association President's XI""]",Left-hand bat,Legbreak,G Gambhir,0,Left,Right,leg
110,C Ganapathy,India,Chandrasekar Ganapathy,"['Chennai Super Kings,', 'India A,', 'Karaikudi Kaalai,', 'Tamil Nadu']",Right-hand bat,Right-arm medium,C Ganapathy,0,Right,Right,medium
111,Devang Gandhi,India,Devang Jayant Gandhi,"['India,', 'Bengal,', 'Essex Cricket Board,', 'Kings XI Punjab']",Right-hand bat,Right-arm medium,DJ Gandhi,0,Right,Right,medium
112,SC Ganguly,India,Sourav Chandidas Ganguly,"['India,', 'Asia XI,', 'Bengal,', 'East Zone,', 'Glamorgan,', 'India Under-19s,', 'Kolkata Knight Riders,', 'Lancashire,', 'Marylebone Cricket Club,', 'Northamptonshire,', 'Pune Warriors']",Left-hand bat,Right-arm medium,SC Ganguly,0,Left,Right,medium
113,RS Gavaskar,India,Rohan Sunil Gavaskar,"['India,', 'Bengal,', 'ICL India XI,', 'Kolkata Knight Riders,', 'Kolkata Tigers']",Left-hand bat,Slow left-arm orthodox,RS Gavaskar,0,Left,Right,slow
114,Y Gnaneswara Rao,India,Yalaka Gnaneswara Rao,"['Andhra,', 'Kochi Tuskers Kerala']",Right-hand bat,Right-arm medium,YG Rao,0,Right,Right,medium
115,RV Gomez,India,Raiphi Vincent Gomez,"['Burgher Recreation Club,', 'Galle Cricket Club,', 'India Under-17s,', 'India Under-19s,', 'Kerala,', 'Kochi Tuskers Kerala,', 'Pune Warriors,', 'Rajasthan Royals']",Right-hand bat,Right-arm medium,RV Gomez,0,Right,Right,medium
116,Shatrunjay Gaekwad,India,Shatrunjay Anshuman Gaekwad,"['Baroda,', 'Baroda Under-19s,', 'Kolkata Knight Riders']",Left-hand bat,Right-arm offbreak,SA Gaekwad,0,Left,Right,off
117,K Goel,India,Karan Goel,"['India Red,', 'Kings XI Punjab,', 'Punjab,', 'Punjab Under-16s']",Left-hand bat,Right-arm offbreak,K Goel,0,Left,Right,off
118,Yogesh Golwalkar,India,Yogesh Ashok Golwalkar,"['Essex 2nd XI,', 'Kings XI Punjab,', 'Madhya Pradesh,', 'Middlesex']",Left-hand bat,Legbreak,YA Golwalkar,0,Left,Right,leg
119,Harbhajan Singh,India,Harbhajan Singh,"['India,', 'Asia XI,', 'Chennai Super Kings,', 'Essex,', 'India Green,', 'Lancashire,', 'Mumbai Indians,', 'Mumbai Indians,', 'Punjab,', 'Surrey']",Right-hand bat,Right-arm offbreak,H Singh,0,Right,Right,off
120,VA Indulkar,India,Vinit Ajit Indulkar,"[""Bombay Cricket Association President's XI,"", 'Himachal Pradesh,', 'Kolkata Knight Riders,', 'Mumbai']",Right-hand bat,Right-arm medium,VA Indulkar,0,Right,Right,medium
121,Dheeraj Jadhav,India,Dheeraj Subash Jadhav,"['Air India,', 'Assam,', ""Indian Board President's XI,"", 'Maharashtra,', 'Mumbai Champs,', 'Pune Warriors,', 'Reebok XI']",Left-hand bat,Right-arm offbreak,DS Jadhav,0,Left,Right,off
122,W Jaffer,India,Wasim Jaffer,"['India,', 'India A,', ""Indian Board President's XI,"", 'Mumbai,', 'Royal Challengers Bangalore,', 'Vidarbha,', 'West Zone']",Right-hand bat,Right-arm offbreak,W Jaffer,0,Right,Right,off
123,SB Jakati,India,Shadab Bashir Jakati,"['Chennai Super Kings,', 'Goa,', 'Gujarat Lions,', 'Royal Challengers Bangalore']",Left-hand bat,Slow left-arm orthodox,SB Jakati,0,Left,Right,slow
124,AA Jhunjhunwala,India,Abhishek Arunkumar Jhunjhunwala,"['Bengal,', 'Deccan Chargers,', 'ICL India XI,', 'India A,', 'Kolkata Tigers,', 'Pune Warriors,', 'Rajasthan Royals,', 'Reebok XI']",Right-hand bat,Right-arm offbreak,AA Jhunjhunwala,0,Right,Right,off
125,SB Joshi,India,Sunil Bandacharya Joshi,"['India,', 'Bedfordshire,', 'Karnataka,', 'Royal Challengers Bangalore']",Left-hand bat,Slow left-arm orthodox,SB Joshi,0,Left,Right,slow
126,Joginder Sharma,India,Joginder Sharma,"['India,', 'Chennai Super Kings,', 'Haryana,', 'India Blue']",Right-hand bat,Right-arm fast-medium,J Sharma,0,Right,Right,medium
127,M Kaif,India,Mohammad Kaif,"['India,', 'Derbyshire,', 'Gloucestershire,', 'India Red,', 'Kings XI Punjab,', 'Leicestershire,', ""Rajasthan Cricket Association President's XI,"", 'Rajasthan Royals,', 'Royal Challengers Bangalore,', 'Uttar Pradesh']",Right-hand bat,Right-arm offbreak,M Kaif,0,Right,Right,off
128,KD Karthik,India,Krishnakumar Dinesh Karthik,"['India,', 'Abahani Limited,', 'Albert TUTI Patriots,', 'Delhi Daredevils,', 'Gujarat Lions,', 'ICC World XI,', 'India A,', 'India Blue,', 'India Under-19s,', ""Indian Board President's XI,"", 'Kings XI Punjab,', 'Kolkata Knight Riders,', 'Mumbai Indians,', 'Royal Challengers Bangalore,', 'South Zone,', 'Tamil Nadu']",Right-hand bat,,KD Karthik,0,Right,Right,
129,M Kartik,India,Murali Kartik,"['India,', 'India Green,', 'Kings XI Punjab,', 'Kolkata Knight Riders,', 'Lancashire,', 'Middlesex,', 'Pune Warriors,', 'Railways,', 'Royal Challengers Bangalore,', 'Somerset,', 'Surrey']",Left-hand bat,Slow left-arm orthodox,M Kartik,0,Left,Right,slow
130,Z Khan,India,Zaheer Khan,"['India,', 'Asia XI,', 'Baroda,', 'Delhi Daredevils,', 'Mumbai,', 'Mumbai Indians,', 'Royal Challengers Bangalore,', 'Surrey,', 'Worcestershire']",Right-hand bat,Left-arm fast-medium,Z Khan,0,Right,Left,medium
131,Sahil Kukreja,India,Sahil Omprakash Kukreja,"['Kings XI Punjab,', 'Mumbai']",Right-hand bat,,SO Kukreja,0,Right,Right,
132,A Kumble,India,Anil Kumble,"['India,', 'Asia XI,', 'Karnataka,', 'Leicestershire,', 'Northamptonshire,', 'Royal Challengers Bangalore,', 'Surrey']",Right-hand bat,Legbreak googly,A Kumble,0,Right,Right,leg
133,MA Khote,India,Musavir Asmat Khote,"['Mumbai,', 'Mumbai Indians,', 'Railways']",Right-hand bat,Right-arm medium,MA Khote,0,Right,Right,medium
134,U Kaul,India,Uday Kaul,"['India A,', 'India Under-17s,', 'India Under-19s,', 'Kings XI Punjab,', 'North Zone,', 'Punjab,', 'Punjab Under-14s,', 'Punjab Under-16s,', 'Punjab Under-19s']",Left-hand bat,,U Kaul,0,Left,Right,
135,KV Sharma,India,Karn Vinod Sharma,"['India,', 'Central Zone,', 'Chennai Super Kings,', 'Mumbai Indians,', 'Railways,', 'Royal Challengers Bangalore,', 'Sunrisers Hyderabad,', 'Uttar Pradesh Under-14s']",Left-hand bat,Legbreak googly,KV Sharma,0,Left,Right,leg
136,D Kalyankrishna,India,Doddapaneni Kalyankrishna,"['Andhra,', 'Deccan Chargers']",Right-hand bat,Right-arm medium-fast,D Kalyankrishna,0,Right,Right,medium
137,P Kumar,India,Praveenkumar Sakat Singh,"['India,', 'Air India,', 'Gujarat Lions,', 'India Red,', 'Kings XI Punjab,', 'Mumbai T20,', 'Royal Challengers Bangalore,', 'Sunrisers Hyderabad,', 'Uttar Pradesh']",Right-hand bat,Right-arm medium,PS Singh,0,Right,Right,medium
138,Saurasish Lahiri,India,Saurasish Sukanta Lahiri,"['Bengal,', 'Kolkata Knight Riders']",Right-hand bat,Right-arm offbreak,SS Lahiri,0,Right,Right,off
139,VVS Laxman,India,Vangipurappu Venkata Sai Laxman,"['India,', 'Deccan Chargers,', 'Hyderabad (India),', 'Kochi Tuskers Kerala,', 'Lancashire']",Right-hand bat,Right-arm offbreak,VVS Laxman,0,Right,Right,off
140,M Manhas,India,Mithun Manhas,"['Chennai Super Kings,', 'Delhi,', 'Delhi Daredevils,', 'Delhi Under-19s,', 'India A,', 'India B,', 'India Green,', 'India Under-19s,', ""Indian Board President's XI,"", 'Pune Warriors']",Right-hand bat,Right-arm offbreak,M Manhas,0,Right,Right,off
141,MD Mishra,India,Mohnish Dinesh Mishra,"['Deccan Chargers,', 'Delhi Giants,', 'Madhya Pradesh,', 'Pune Warriors']",Right-hand bat,Right-arm offbreak,MD Mishra,0,Right,Right,off
142,WA Mota,India,Wilkin Arvind Mota,"['Kings XI Punjab,', 'Mumbai,', ""Mumbai Cricket Association President's XI""]",Right-hand bat,Right-arm medium,WA Mota,0,Right,Right,medium
143,I Malhotra,India,Ishan Malhotra,"['Chandigarh Lions,', 'Deccan Chargers,', 'Mumbai Indians,', 'Punjab,', 'Southern Railway Sports Recreation Club']",Right-hand bat,Right-arm medium-fast,I Malhotra,0,Right,Right,medium
144,C Madan,India,Chandan Madan,"['Kochi Tuskers Kerala,', 'Mumbai Indians,', 'Punjab,', 'Punjab Under-19s']",Right-hand bat,,C Madan,0,Right,Right,
145,A Mishra,India,Amit Mishra,"['India,', 'Deccan Chargers,', 'Delhi Daredevils,', 'Haryana,', 'India Blue,', 'Sunrisers Hyderabad']",Right-hand bat,Legbreak,A Mishra,0,Right,Right,leg
146,Parag More,India,Parag Prabhakar More,"['Maharashtra,', 'Maharashtra Under-16s,', 'Rajasthan Royals']",Right-hand bat,Right-arm offbreak,PP More,0,Right,Right,off
147,VY Mahesh,India,Vijaykumar Yo Mahesh,"['Chennai Super Kings,', 'Chepauk Super Gillies,', 'Delhi Daredevils,', 'India Blue,', 'India Under-19s,', 'Tamil Nadu']",Right-hand bat,Right-arm medium-fast,VY Mahesh,0,Right,Right,medium
148,VS Malik,India,Vikramjeet Singh Malik,"['Himachal Pradesh,', 'Kings XI Punjab,', 'Rajasthan Royals,', 'Royal Challengers Bangalore']",Right-hand bat,Right-arm medium,VS Malik,0,Right,Right,medium
149,AP Majumdar,India,Anustup Prabir Majumdar,"['Bengal,', 'India A,', 'Kolkata Knight Riders,', 'Pune Warriors']",Right-hand bat,Legbreak googly,AP Majumdar,0,Right,Right,leg
150,Ashraf Makda,India,Ashraf Mohammad Makda,"['Gujarat,', 'Rajasthan Royals']",Left-hand bat,Left-arm medium-fast,AM Makda,0,Left,Left,medium
151,Sushant Marathe,India,Sushant Hemant Marathe,"['India Under-19s,', 'Kochi Tuskers Kerala,', 'Mumbai,', 'Mumbai Indians']",Left-hand bat,Legbreak googly,SH Marathe,0,Left,Right,leg
152,A Nehra,India,Ashish Nehra,"['India,', 'Asia XI,', 'Chennai Super Kings,', 'Delhi,', 'Delhi Daredevils,', 'Mumbai Indians,', 'Pune Warriors,', 'Sunrisers Hyderabad']",Right-hand bat,Left-arm medium-fast,A Nehra,0,Right,Left,medium
153,S Nadeem,India,Shahbaz Nadeem,"['Bihar Under-14s,', 'Delhi Daredevils,', 'Sunrisers Hyderabad']",Right-hand bat,Slow left-arm orthodox,S Nadeem,0,Right,Right,slow
154,S Narwal,India,Sumit Narwal,"['Delhi,', 'Haryana,', 'India A,', 'Kolkata Knight Riders,', 'Rajasthan Royals']",Left-hand bat,Right-arm medium,S Narwal,0,Left,Right,medium
155,AM Nayar,India,Abhishek Mohan Nayar,"['India,', 'India Green,', 'Kings XI Punjab,', 'Mumbai,', ""Mumbai Cricket Association President's XI,"", 'Mumbai Indians,', 'Puducherry,', 'Pune Warriors,', 'Rajasthan Royals']",Left-hand bat,Right-arm medium,AM Nayar,0,Left,Right,medium
156,C Nanda,India,Chetanya Nanda,"['India,', 'Delhi,', 'Mumbai Indians']",Right-hand bat,Legbreak,C Nanda,0,Right,Right,leg
157,Prashant Naik,India,Prashant Tukuram Naik,"['Delhi Daredevils,', 'India Under-19s,', 'Mumbai Under-19s']",Right-hand bat,Legbreak googly,PT Naik,0,Right,Right,leg
158,NV Ojha,India,Naman Vinaykumar Ojha,"['India,', 'Central Zone,', 'Delhi Daredevils,', 'India A,', 'Madhya Pradesh,', 'Rajasthan Royals,', 'Sunrisers Hyderabad']",Right-hand bat,,NV Ojha,0,Right,Right,
159,PP Ojha,India,Pragyan Prayash Ojha,"['India,', 'Bihar,', 'Deccan Chargers,', 'Hyderabad (India),', 'India A,', 'India Red,', 'India Under-19s,', 'Mumbai Indians,', 'South Zone,', 'Surrey']",Left-hand bat,Slow left-arm orthodox,PP Ojha,0,Left,Right,slow
160,P Prasanth,India,Padmanabhan Prasanth,"['Kerala Under-16s,', 'Kochi Tuskers Kerala,', 'Sunrisers Hyderabad']",Left-hand bat,Slow left-arm orthodox,P Prasanth,0,Left,Right,slow
161,Niraj Patel,India,Niraj Kanubhai Patel,"['Air India,', 'Gujarat,', 'India Blue,', 'Rajasthan Royals']",Left-hand bat,,NK Patel,0,Left,Right,
162,PA Patel,India,Parthiv Ajay Patel,"['India,', 'Chennai Super Kings,', 'Deccan Chargers,', 'Gujarat,', 'India Green,', 'Kochi Tuskers Kerala,', 'Mumbai Indians,', ""Rajasthan Cricket Association President's XI,"", 'Royal Challengers Bangalore,', 'Sunrisers Hyderabad']",Left-hand bat,,PA Patel,0,Left,Right,
163,Rajesh Pawar,India,Rajesh Vithal Pawar,"['Baroda,', 'Delhi Daredevils,', 'Mumbai,', 'Mumbai Indians']",Left-hand bat,Slow left-arm orthodox,RV Pawar,0,Left,Right,slow
164,Udit Patel,India,Udit Brijesh Patel,"['Karnataka,', 'Royal Challengers Bangalore']",Right-hand bat,Right-arm offbreak,UB Patel,0,Right,Right,off
165,DT Patil,India,Devraj Thyagaraj Patil,"['Karnataka,', 'Royal Challengers Bangalore']",Right-hand bat,,DT Patil,0,Right,Right,
166,RR Powar,India,Ramesh Rajaram Powar,"['India,', 'India Blue,', ""Indian Board President's XI,"", 'Kings XI Punjab,', 'Kochi Tuskers Kerala,', 'Mumbai,', ""Rajasthan Cricket Association President's XI,"", 'Reebok XI']",Right-hand bat,Right-arm offbreak,RR Powar,0,Right,Right,off
167,YK Pathan,India,Yusuf Khan Pathan,"['India,', 'Baroda,', 'India A,', 'India Green,', 'Kolkata Knight Riders,', 'Rajasthan Royals,', 'Sunrisers Hyderabad']",Right-hand bat,Right-arm offbreak,YK Pathan,0,Right,Right,off
168,CA Pujara,India,Cheteshwar Arvind Pujara,"['India,', 'Derbyshire,', 'India A,', 'India Green,', 'India Under-19s,', 'Kings XI Punjab,', 'Kolkata Knight Riders,', 'Nottinghamshire,', 'Royal Challengers Bangalore,', 'Saurashtra,', 'Saurashtra Under-16s,', 'Saurashtra Under-19s,', 'Yorkshire']",Right-hand bat,Legbreak,CA Pujara,0,Right,Right,leg
169,IK Pathan,India,Irfan Khan Pathan,"['India,', 'Baroda,', 'Chennai Super Kings,', 'Delhi Daredevils,', 'Kings XI Punjab,', 'Middlesex,', 'Rising Pune Supergiants,', 'Sunrisers Hyderabad']",Left-hand bat,Left-arm medium-fast,IK Pathan,0,Left,Left,medium
170,MM Patel,India,Munaf Musa Patel,"['India,', 'Asia XI,', 'Baroda,', 'Gujarat,', 'Gujarat Lions,', 'India Green,', ""Indian Board President's XI,"", 'Maharashtra,', 'Mumbai,', 'Mumbai Indians,', 'Rajasthan Royals']",Right-hand bat,Right-arm medium-fast,MM Patel,0,Right,Right,medium
171,PP Chawla,India,Piyush Pramod Chawla,"['India,', 'Air India,', 'Central Zone,', 'India Green,', 'India Under-19s,', 'Kings XI Punjab,', 'Kolkata Knight Riders,', ""Rajasthan Cricket Association President's XI,"", 'Somerset,', 'Sussex,', 'Uttar Pradesh']",Left-hand bat,Legbreak,PP Chawla,0,Left,Right,leg
172,Pankaj Singh,India,Pankaj Singh,"['India,', 'Central Zone,', 'India Green,', 'Puducherry,', 'Rajasthan,', ""Rajasthan Cricket Association President's XI,"", 'Rajasthan Royals,', 'Royal Challengers Bangalore']",Right-hand bat,Right-arm medium-fast,P Singh,0,Right,Right,medium
173,Syed Quadri,India,Syed Ahmed Quadri,"['Deccan Chargers,', 'Hyderabad (India),', 'Rajasthan Royals']",Right-hand bat,Right-arm offbreak,SA Quadri,0,Right,Right,off
174,Shashi Ranjan,India,Shashi Ranjan,"['Delhi Daredevils,', 'Rajasthan']",Right-hand bat,Right-arm offbreak,S Ranjan,0,Right,Right,off
175,AT Rayudu,India,Ambati Thirupathi Rayudu,"['India,', 'Baroda,', 'Chennai Super Kings,', 'Hyderabad (India),', 'Hyderabad Heroes,', 'ICL India XI,', 'India A,', 'Mumbai Indians']",Right-hand bat,Right-arm offbreak,AT Rayudu,0,Right,Right,off
176,SK Raina,India,Suresh Kumar Raina,"['India,', 'Chennai Super Kings,', 'Gujarat Lions,', 'India Blue,', 'India Under-19s,', ""Indian Board President's XI,"", ""Rajasthan Cricket Association President's XI,"", 'Uttar Pradesh,', 'Uttar Pradesh Under-16s']",Left-hand bat,Right-arm offbreak,SK Raina,0,Left,Right,off
177,M Rawat,India,Mahesh Rawat,"['Central Zone,', 'Haryana,', 'India A,', 'India Red,', 'North Zone,', 'Pune Warriors,', 'Railways,', 'Rajasthan Royals']",Right-hand bat,,M Rawat,0,Right,Right,
178,S Rana,India,Sachin Rana,"['Haryana,', 'Kolkata Knight Riders,', 'North Zone,', 'Prime Bank Cricket Club,', 'Pune Warriors,', 'Royal Challengers Bangalore,', 'Sunrisers Hyderabad']",Right-hand bat,Right-arm medium-fast,S Rana,0,Right,Right,medium
179,RK Sabharwal,India,Rohit Kumar Sabharwal,"['Hyderabad (India),', 'Royal Challengers Bangalore']",Right-hand bat,,RK Sabharwal,0,Right,Right,
180,Syed Shahabuddin,India,Khatib Syed Shahabuddin,"['Andhra,', 'Hyderabad Heroes,', 'Mumbai Indians']",Right-hand bat,Right-arm medium-fast,KS Shahabuddin,0,Right,Right,medium
181,Dhiran Salvi,India,Dhiran Pradip Salvi,"['Baroda,', 'Kolkata Knight Riders,', 'Railways']",Right-hand bat,,DP Salvi,0,Right,Right,
182,R Sathish,India,Rajagopal Sathish,"['Assam,', 'Chennai Superstars,', 'Chepauk Super Gillies,', 'ICL India XI,', 'Kings XI Punjab,', 'Kolkata Knight Riders,', 'Mumbai Indians,', 'Tamil Nadu']",Right-hand bat,Right-arm medium,R Sathish,0,Right,Right,medium
183,LR Shukla,India,Laxmi Ratan Shukla,"['India,', 'Bengal,', 'Delhi Daredevils,', 'Kolkata Knight Riders,', 'Sunrisers Hyderabad']",Right-hand bat,Right-arm medium,LR Shukla,0,Right,Right,medium
184,RS Sodhi,India,Reetinder Singh Sodhi,"['India,', 'Ahmedabad Rockets,', 'Kings XI Punjab,', 'Punjab']",Right-hand bat,Right-arm medium,RS Sodhi,0,Right,Right,medium
185,RG Sharma,India,Rohit Gurunath Sharma,"['India,', 'Deccan Chargers,', 'India A,', 'India Green,', 'India Under-19s,', 'Mumbai,', ""Mumbai Cricket Association President's XI,"", 'Mumbai Indians,', 'Mumbai Under-19s']",Right-hand bat,Right-arm offbreak,RG Sharma,0,Right,Right,off
186,S Sriram,India,Sridharan Sriram,"['India,', 'Scotland,', 'Ahmedabad Rockets,', 'Delhi Daredevils,', 'Maharashtra,', 'Royal Challengers Bangalore,', 'Tamil Nadu']",Left-hand bat,Slow left-arm orthodox,S Sriram,0,Left,Right,slow
187,TP Sudhindra,India,Taduri Prakash Chandra Sudhindra,"['Deccan Chargers,', 'Delhi Giants,', 'ICL India XI,', 'Madhya Pradesh']",Left-hand bat,Right-arm fast,TPC Sudhindra,0,Left,Right,fast
188,P Sahu,India,Pardeep Sahu,"['Haryana,', 'Kings XI Punjab,', 'Rajasthan Royals']",Right-hand bat,Legbreak googly,P Sahu,0,Right,Right,leg
189,Sarandeep Singh,India,Sarandeep Singh,"['India,', 'Delhi,', 'Delhi Daredevils,', 'Punjab']",Right-hand bat,Right-arm offbreak,S Singh,0,Right,Right,off
190,SJ Srivastava,India,Shalabh Jagdishprasad Srivastava,"['Delhi Giants,', 'Kings XI Punjab,', 'Uttar Pradesh']",Right-hand bat,Left-arm fast-medium,SJ Srivastava,0,Right,Left,medium
191,AM Salvi,India,Aavishkar Madhav Salvi,"['India,', 'Delhi Daredevils,', 'Mumbai,', ""Mumbai Cricket Association President's XI""]",Right-hand bat,Right-arm medium,AM Salvi,0,Right,Right,medium
192,S Sreesanth,India,Shanthakumaran Sreesanth,"['India,', 'Asia XI,', 'Kerala,', 'Kerala Under-19s,', 'Kings XI Punjab,', 'Kochi Tuskers Kerala,', 'Rajasthan Royals,', 'Warwickshire']",Right-hand bat,Right-arm fast-medium,S Sreesanth,0,Right,Right,medium
